Name,Nation,Rank,Rating,Type,Premium,RP,Price,Free,Surv.Mods,Armour.Hull.front,Armour.Hull.side,Armour.Hull.back,Armour.Turret.front,Armour.Turret.side,Armour.Turret.back,Crew,Visibility,Speed.Forward,Speed.Back,HP,HP/t,Weight,Eco.Repair,Eco.Reward.Lions,Eco.Reward.RP,Arma.Mods,Arma.Main.Caliber,Arma.Main.Ammo,Arma.Main.Rate,Arma.Main.Reload,Arma.Main.Mods,Arma.Main.Penetration,MG.1st.Caliber,MG.1st.Ammo,MG.1st.Rate,MG.1st.Reload,MG.2nd.Caliber,MG.2nd.Ammo,MG.2nd.Rate,MG.2nd.Reload,PROS_CONS.Pros,PROS_CONS.Cons,PROS_CONS.Ratio
Leopard I,Germany,V,"7,3",Medium tank,,130000,370000,,Smoke grenades,70,35,25,65,45,52,4,96,73,29,1584,"39,6","40,0",4900→7291,"1,2","2,02",Rangefinder | Night vision device,"105,0",60,,"8,7",,400,"7,62",5500,1200,"10,4","7,62",2000,1200,"10,4",13,10,1.3
Lorraine 40t,France,IV,"7,0",Medium tank,,95000,270000,,,40,30,25,45,30,30,4,109,67,26,1622,"40,9","39,7",4860→6254,"1,0","1,9",,"100,0",49,,"4,0",Autoloader,270,"7,5",4800,551,"5,0",,,,,6,8,0.75
M-51,Israel,IV,"6,0",Medium tank,,0,0,Free,Smoke grenades,63,38,38,76,51,51,5,122,43,6,878,"22,0","40,0",3330→4505,"1,0","1,72",,"105,0",56,,"9,7",,400,"7,62",4750,500,"10,4","7,62",600,500,"10,4",5,6,0.83
M13/40 (I),Italy,I,"1,0",Medium tank,,0,0,Free,,30,25,25,45,25,25,4,82,36,6,248,"18,2","13,6",free,"0,1","1,0",,"47,0",104,,"6,5",,52,"8,0",1524,600,"10,4","8,0",1524,600,"10,4",3,4,0.75
M1 Abrams,USA,VI,"10,0",Medium tank,,220000,590000,,Composite armour | Smoke grenades | ESS,145,62,31,145,145,12,4,82,80,43,2898,"53,3","54,4",4530→7152,"1,1","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",55,,"6,5",Two-plane stabilizer,400,"12,7",1000,577,"10,4","7,62",1400,941,"10,4",11,11,1.0
M11/39,Italy,I,"1,0",Medium tank,,4000,2100,,,30,14,14,30,14,14,3,79,38,6,248,"22,5","11,0",170→218,"0,1","1,0",,"37,0",84,,"4,1",,36,"2,0",1440,600,"10,4",,,,,4,4,1.0
M13/40 (III),Italy,I,"1,0",Medium tank,,0,0,Free,,30,25,25,45,25,25,4,82,36,6,248,"18,2","13,6",free,"0,1","1,0",,"47,0",87,,"6,5",,52,"8,0",1524,600,"10,4","8,0",1524,600,"10,4",2,2,1.0
M13/40 (II),Italy,I,"1,0",Medium tank,•,0,250,,,30,25,25,45,25,25,4,82,36,6,248,"18,2","13,6",280,"0,4","1,5",,"47,0",87,,"6,5",,52,"8,0",1524,600,"10,4","8,0",1524,600,"10,4",2,2,1.0
M14/41,Italy,I,"2,3",Medium tank,,5900,6300,,,30,25,25,45,25,25,4,82,38,6,305,"21,0","14,5",330→424,"0,1","1,06",,"47,0",87,,"3,8",,52,"8,0",1524,600,"10,4","8,0",1524,600,"10,4",5,4,1.25
M14/41 (47/40),Italy,II,"2,3",Medium tank,•,0,700,,,30,25,25,45,25,25,4,82,38,6,305,"20,9","14,6",1200,"0,8","2,24",,"47,0",87,,"3,8",,67,"13,2",300,450,"3,9","8,0",2424,600,"10,4",5,4,1.25
M15/42,Italy,II,"2,7",Medium tank,,7900,10000,,Smoke grenades,50,25,25,45,25,25,4,82,43,4,353,"23,5","15,0",380→514,"0,2","1,12",,"47,0",111,,"3,8",,67,"8,0",288,600,"10,4","8,0",1524,600,"10,4",9,5,1.8
M2,USA,I,"1,3",Medium tank,,2900,700,,,28,25,25,25,25,25,6,110,60,8,668,"38,8","17,2",70→90,"0,1","1,0",,"37,0",200,,"3,7",,72,"5,0",15000,500,"10,4","2,0",6000,500,"10,4",4,11,0.36
M1A1 Abrams,USA,VI,"10,3",Medium tank,,270000,740000,,Composite armour | Smoke grenades | ESS,133,62,31,133,133,12,4,82,76,43,2898,"50,7","57,2",5120→8084,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"7,8",Two-plane stabilizer,488,"12,7",1000,577,"10,4","7,62",1400,941,"10,4",5,8,0.62
M1A2 Abrams,USA,VII,"11,0",Medium tank,,400000,1080000,,Composite armour | Smoke grenades | ESS,133,62,31,133,133,12,4,82,76,43,2898,"47,0","61,7",5390→8510,"1,3","2,44",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,627,"12,7",1000,577,"10,4","7,62",1400,941,"10,4",6,9,0.67
"M26 ""D.C.Ariete""",Italy,IV,"6,7",Medium tank,•,0,6090,,,101,76,51,101,76,76,5,105,54,17,954,"22,9","41,6",4800,"1,6","3,68",,"90,0",70,,"9,7",,281,"12,7",1000,577,"10,4","7,62",5250,500,"10,4",5,4,1.25
M1A1 HC,USA,VII,"10,7",Medium tank,,390000,1060000,,Composite armour | Smoke grenades | ESS | Self-entrenching equipment,133,62,31,133,133,12,4,82,76,43,2898,"47,4","61,2",4880→8100,"1,3","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"7,8",Two-plane stabilizer,596,"12,7",1000,577,"10,4","7,62",1400,941,"10,4",5,2,2.5
M26,USA,IV,"6,7",Medium tank,,82000,240000,,,101,76,51,101,76,76,5,105,54,17,954,"22,9","41,6",6200→7979,"1,3","1,84",,"90,0",70,,"9,7",,281,"12,7",1000,577,"10,4","7,62",5250,500,"10,4",9,7,1.29
M26E1,USA,IV,"6,7",Medium tank,•,0,0,Bundle or Gift,,101,76,51,101,76,76,5,105,45,15,954,"22,2","42,9",3000,"1,6","3,68",,"90,0",41,,"14,4",,330,"12,7",1000,577,"10,4","12,7",1000,577,"10,4",10,7,1.43
M26 T99,USA,IV,"6,7",Medium tank,•,0,7480,,,101,76,51,101,76,76,5,105,54,17,954,"22,4","42,5",4200,"2,0","3,68",,"90,0",70,,"9,7",,281,"114,0",44,,,"12,7",1000,577,"10,4",3,2,1.5
M4,USA,II,"3,7",Medium tank,,14000,55000,,,50,38,38,76,50,50,5,103,43,6,763,"24,9","30,6",810→1042,"0,5","1,3",,"75,0",97,,"6,5",Vertical stabilizer,101,"12,7",600,577,"10,4","7,62",3000,500,"10,4",7,6,1.17
▄M4 Hybrid,Italy,II,"3,7",Medium tank,•,0,1300,,,50,38,38,76,50,50,5,108,43,6,763,"24,2","31,5",1830,"1,2","2,72",,"75,0",97,,"6,5",Vertical stabilizer,101,"12,7",300,577,"10,4","7,62",3000,500,"10,4",7,7,1.0
▂M3 Medium,USSR,I,"2,3",Medium tank,•,0,0,Bundle or Gift,,50,38,38,50,50,50,6,139,43,6,763,"27,5","27,7",1300,"0,8","2,36",,"37,0",179,,"3,7",Vertical stabilizer,94,"75,0",50,,"6,2","7,62",3000,500,"10,4",8,6,1.33
M26A1,Italy,IV,"6,7",Medium tank,,71000,210000,,,101,76,51,101,76,76,5,105,54,17,954,"22,7","42,0",6400→8236,"1,2","1,78",,"90,0",70,,"9,7",,286,"12,7",1000,577,"10,4","7,62",5250,500,"10,4",9,4,2.25
▀M4 748 (a),Germany,III,"4,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,38,38,38,76,51,51,5,103,52,7,782,"24,1","32,4",3000,"1,2","2,84",,"75,0",97,,"6,5",Vertical stabilizer,135,"12,7",300,577,"10,4","7,62",3000,500,"10,4",9,6,1.5
M3 Lee,USA,II,"2,3",Medium tank,,7900,10000,,,50,38,38,50,50,50,6,139,43,6,763,"27,5","27,7",310→398,"0,3","1,12",,"37,0",179,,"3,7",Vertical stabilizer,94,"75,0",50,,"6,2","7,62",3000,500,"10,4",8,9,0.89
M4 Tipo IC,Italy,III,"4,7",Medium tank,,33000,140000,,Smoke grenades,50,38,38,76,50,63,5,108,43,6,763,"24,2","31,5",1080→1461,"0,6","1,48",,"76,0",71,,"7,6",,187,"12,7",750,577,"10,4","7,62",5000,500,"10,4",4,4,1.0
M46,USA,V,"7,0",Medium tank,,95000,270000,,,101,85,60,101,76,76,5,109,54,22,1545,"35,2","43,9",4340→5924,"1,3","1,9",,"90,0",70,,"9,7",,305,"12,7",1000,577,"10,4","7,62",4900,500,"10,4",7,5,1.4
M47 (105/55),Italy,V,"7,7",Medium tank,,110000,310000,,,101,76,25,121,63,76,4,120,54,9,1431,"30,9","46,3",4800→6758,"1,2","1,96",Rangefinder | Night vision device,"105,0",71,,"8,7",,400,"12,7",1000,577,"10,4","7,62",4900,500,"10,4",3,2,1.5
M48 Super,Germany,VI,"9,0",Medium tank,,220000,590000,,Smoke grenades,110,76,35,178,76,51,4,115,63,27,1908,"36,0","53,0",2900→4315,"1,3","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",46,,"8,7",Two-plane stabilizer,405,"7,62",2000,1200,"10,4","7,62",2750,1200,"10,4",6,5,1.2
M47,USA,V,"7,3",Medium tank,,110000,310000,,,101,85,60,121,63,76,5,120,54,22,1545,"35,0","44,1",4990→7025,"1,3","1,96",Rangefinder | Night vision device,"90,0",71,,"9,7",,320,"12,7",2200,577,"10,4","12,7",1000,577,"10,4",5,3,1.67
"M46 ""Tiger""",USA,IV,"7,0",Medium tank,•,0,7480,,,101,76,51,101,76,76,5,109,54,22,1545,"35,2","43,9",2240,"2,0","3,8",,"90,0",70,,"9,7",,305,"12,7",1000,577,"10,4","7,62",4900,500,"10,4",8,5,1.6
▅M47,Japan,V,"7,3",Medium tank,,110000,310000,,,101,85,60,121,63,76,5,120,54,22,1545,"35,0","44,1",5050→7110,"1,3","1,96",Rangefinder | Night vision device,"90,0",71,,"9,7",,320,"12,7",2200,577,"10,4","12,7",1000,577,"10,4",5,4,1.25
M48A1,USA,V,"7,3",Medium tank,,130000,370000,,,110,76,35,178,76,51,4,134,50,10,1545,"33,3","46,4",5120→7208,"1,4","2,02",Rangefinder | Night vision device,"90,0",60,,"9,7",,320,"12,7",600,577,"10,4","7,62",5750,500,"10,4",3,6,0.5
␗M48A1,China,V,"7,3",Medium tank,,150000,420000,,,110,76,35,178,76,51,4,134,50,10,1545,"33,3","46,4",5700→8025,"1,3","2,08",Rangefinder | Night vision device,"90,0",60,,"9,7",,320,"12,7",600,577,"10,4","7,62",5750,500,"10,4",4,6,0.67
M48A2 G A2,Germany,VI,"8,3",Medium tank,,180000,500000,,Smoke grenades,110,76,35,178,76,51,4,115,57,14,1574,"32,9","47,8",5250→7812,"1,3","2,14",Night vision device,"105,0",46,,"8,7",,400,"7,62",2000,1200,"10,4","7,62",2750,1200,"10,4",7,7,1.0
M48A2 C,Germany,V,"7,3",Medium tank,,130000,370000,,Smoke grenades,110,76,35,173,76,51,4,115,57,14,1574,"32,9","47,8",4800→7142,"1,4","2,02",Rangefinder | Night vision device,"90,0",64,,"9,7",,320,"12,7",1400,577,"10,4","7,62",5500,500,"10,4",8,6,1.33
M4A1,USA,II,"3,3",Medium tank,,11000,38000,,,50,50,38,76,50,50,5,103,43,6,763,"24,9","30,6",580→746,"0,4","1,24",,"75,0",90,,"6,5",Vertical stabilizer,101,"12,7",600,577,"10,4","7,62",3000,500,"10,4",9,9,1.0
M4A1 (FL10),France,III,"4,7",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,63,38,38,40,20,20,4,122,43,6,878,"29,0","30,3",4000,"1,4","3,08",,"75,0",60,,"5,0",Autoloader,178,"7,5",4950,551,"5,0",,,,,5,6,0.83
M4A1 (76) W,USA,III,"5,0",Medium tank,,33000,140000,,,63,63,38,63,63,63,5,122,43,6,763,"23,3","32,7",1100→1574,"0,6","1,48",,"76,0",71,,"7,6",Vertical stabilizer,146,"12,7",600,577,"10,4","7,62",3000,500,"10,4",13,11,1.18
␗M4A1 (75) W,China,III,"4,0",Medium tank,,26000,110000,,,63,63,38,63,63,63,5,122,43,6,763,"23,3","32,7",980→1261,"0,7","1,42",,"75,0",71,,"6,5",Vertical stabilizer,101,"12,7",600,577,"10,4","7,62",3000,500,"10,4",8,6,1.33
M4A2 (76) W,USA,III,"5,3",Medium tank,,40000,150000,,,38,38,38,63,63,63,5,122,52,7,782,"23,7","33,0",2500→3217,"0,7","1,54",,"76,0",71,,"7,6",Vertical stabilizer,146,"12,7",600,577,"10,4","7,62",3000,500,"10,4",7,9,0.78
M4A2,USA,III,"4,0",Medium tank,,18000,77000,,,38,38,38,76,51,51,5,103,53,7,782,"23,9","32,7",680→1028,"0,5","1,36",,"75,0",97,,"6,5",Vertical stabilizer,135,"12,7",300,577,"10,4","7,62",3000,500,"10,4",7,7,1.0
▄M4A1,France,II,"3,3",Medium tank,,14000,55000,,,50,50,38,76,50,50,5,103,43,6,763,"24,9","30,6",780→1003,"0,4","1,3",,"75,0",90,,"6,5",Vertical stabilizer,101,"12,7",600,577,"10,4","7,62",3000,500,"10,4",8,8,1.0
M4A3 (105),USA,II,"3,0",Medium tank,,9200,22000,,Smoke grenades,38,38,38,76,50,50,5,122,47,6,954,"30,1","31,7",470→635,"0,4","1,18",,"105,0",66,,"13,0",,130,"12,7",600,577,"10,4","7,62",3000,500,"10,4",9,10,0.9
▂M4A2,USSR,III,"5,3",Medium tank,•,0,2980,,,38,38,38,63,63,63,5,122,52,7,782,"23,7","33,0",3300,"1,4","3,2",,"76,0",71,,"7,6",Vertical stabilizer,146,"12,7",600,577,"10,4","7,62",3000,500,"10,4",7,10,0.7
▄M4A3 (105),France,II,"3,0",Medium tank,,14000,55000,,Smoke grenades,38,38,38,76,50,50,5,122,47,6,954,"30,1","31,7",810→1095,"0,5","1,3",,"105,0",66,,"13,0",,130,"12,7",600,577,"10,4","7,62",3000,500,"10,4",9,9,1.0
␗M4A4 (1st PTG),China,II,"3,7",Medium tank,•,0,1300,,,50,38,38,76,50,50,5,103,45,6,811,"26,5","30,6",2100,"1,2","2,72",,"75,0",98,,"6,5",Vertical stabilizer,101,"12,7",300,577,"10,4","7,62",3000,500,"10,4",6,8,0.75
M4A3 (76) W,USA,IV,"5,3",Medium tank,,46000,170000,,,38,38,38,63,63,63,5,122,47,6,859,"26,1","32,9",2060→2947,"0,8","1,6",,"76,0",71,,"7,6",Vertical stabilizer,186,"12,7",600,577,"10,4","7,62",3000,500,"10,4",8,3,2.67
▅M4A3 (76) W,Japan,III,"5,3",Medium tank,,46000,170000,,,38,38,38,63,63,63,5,122,47,6,859,"26,1","32,9",2330→2998,"0,9","1,6",,"76,0",71,,"7,6",Vertical stabilizer,186,"12,7",600,577,"10,4","7,62",3000,500,"10,4",8,3,2.67
▄M4A4,France,III,"3,7",Medium tank,,18000,77000,,,63,38,38,76,51,51,5,103,45,6,811,"26,5","30,6",920→1184,"0,4","1,36",,"75,0",98,,"6,5",Vertical stabilizer,101,"7,62",3000,500,"10,4",,,,,8,6,1.33
␗M4A4,China,II,"3,7",Medium tank,,14000,55000,,,50,38,38,76,50,50,5,103,45,6,811,"26,5","30,6",810→1042,"0,5","1,3",,"75,0",98,,"6,5",Vertical stabilizer,101,"7,62",3000,500,"10,4",,,,,5,7,0.71
▄M4A4,Italy,III,"3,7",Medium tank,,18000,77000,,,50,38,38,76,50,50,5,103,45,6,811,"26,5","30,6",1000→1287,"0,4","1,36",,"75,0",98,,"6,5",Vertical stabilizer,101,"7,62",3000,500,"10,4",,,,,7,6,1.17
M4A4 (SA50),France,III,"5,0",Medium tank,,40000,150000,,,63,38,38,76,51,51,5,122,43,6,878,"25,6","34,3",2500→3217,"0,8","1,54",,"75,0",62,,"9,8",,198,"7,62",3000,500,"10,4",,,,,6,4,1.5
M4A5,USA,II,"3,7",Medium tank,•,0,1150,,ESS,88,63,38,76,63,63,5,139,45,6,763,"25,9","29,5",670,"1,0","2,6",,"57,0",92,,"5,2",Vertical stabilizer,118,"2,0",2960,500,"10,4","7,62",1480,500,"10,4",7,5,1.4
"M60A1 ""D.C.Ariete""",Italy,V,"7,7",Medium tank,•,0,7480,,Smoke grenades,108,70,25,230,49,57,4,152,54,9,1431,"29,8","48,0",4610,"1,8","4,28",Rangefinder | Night vision device,"105,0",63,,"8,7",,400,"12,7",900,626,"10,4","7,62",5950,500,"10,4",7,5,1.4
M60,USA,V,"7,7",Medium tank,,150000,420000,,,93,74,41,105,97,50,4,152,54,9,1431,"31,0","46,2",5470→7701,"1,2","2,08",Rangefinder | Night vision device,"105,0",57,,"8,7",,400,"12,7",900,626,"10,4","7,62",5950,500,"10,4",7,5,1.4
M60 AMBT,USA,VII,"10,0",Medium tank,,0,0,Bundle or Gift,Smoke grenades,108,70,25,230,49,57,4,152,65,16,2290,"42,0","54,5",4360→6487,"1,3","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",40,,"8,7",Two-plane stabilizer,579,"25,0",300,251,"0,3","12,7",900,1101,"10,4",7,7,1.0
M60A1 (AOS),USA,VI,"8,0",Medium tank,,180000,500000,,,108,76,41,230,49,57,4,152,54,9,1431,"29,8","48,0",4000→5632,"1,1","2,14",Rangefinder | Night vision device,"105,0",63,,"8,7",Two-plane stabilizer,400,"12,7",900,626,"10,4","7,62",5950,500,"10,4",7,4,1.75
M60A1 RISE (P),USA,VI,"8,3",Medium tank,,220000,590000,,ERA | Smoke grenades | ESS,108,76,41,230,49,57,4,152,54,9,1431,"26,9","53,2",3400→5368,"1,5","2,2",Rangefinder | Night vision device,"105,0",63,,"8,7",Two-plane stabilizer,400,"12,7",900,626,"10,4","7,62",5950,941,"10,4",8,8,1.0
M60A2,USA,VI,"8,0",Medium tank,,180000,500000,,Smoke grenades,108,76,41,220,124,50,4,152,54,9,1431,"27,6","51,9",6020→8957,"1,5","2,14",Laser rangefinder | Night vision device,"152,0",46,,"15,6",Two-plane stabilizer,431,"12,7",1080,626,"10,4","7,62",5500,500,"10,4",6,6,1.0
M60A3 TTS,USA,VI,"8,7",Medium tank,,270000,740000,,ERA | Smoke grenades | ESS,108,70,25,230,49,57,4,152,54,9,1431,"27,2","52,6",3400→5368,"1,4","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",63,,"8,7",Two-plane stabilizer,400,"12,7",900,626,"10,4","7,62",5950,941,"10,4",4,6,0.67
␗M60A3 TTS,China,VI,"8,7",Medium tank,,220000,590000,,Smoke grenades | ESS,108,70,25,230,49,57,4,152,54,9,1431,"27,7","51,7",4170→6584,"1,3","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",63,,"8,7",Two-plane stabilizer,400,"12,7",900,626,"10,4","7,62",5950,941,"10,4",9,6,1.5
Magach 1,Israel,IV,"7,3",Medium tank,,95000,270000,,,110,76,35,178,76,51,4,134,50,10,1545,"33,3","46,4",4110→5786,"1,3","1,9",Rangefinder | Night vision device,"90,0",60,,"9,7",,320,"12,7",600,577,"10,4","7,62",5750,500,"10,4",1,1,1.0
Magach 2,Israel,IV,"7,3",Medium tank,,110000,310000,,,110,76,25,178,76,51,4,115,57,14,1574,"32,9","47,8",4700→6617,"1,2","1,96",Night vision device,"90,0",64,,"9,7",,320,"12,7",1400,577,"10,4","7,62",5500,500,"10,4",1,1,1.0
▃Magach 3,USA,V,"7,7",Medium tank,•,0,0,Bundle or Gift,ERA | Smoke grenades,110,76,30,128,73,50,4,132,54,9,1431,"28,7","49,9",3300,"2,0","4,16",Night vision device,"105,0",57,,"8,7",,400,"7,62",1200,500,"10,4","7,62",5950,500,"10,4",10,7,1.43
Magach 6,Israel,V,"7,7",Medium tank,,150000,420000,,,93,70,25,178,76,51,4,132,54,9,1431,"31,0","46,2",5650→7955,"1,1","2,08",Rangefinder | Night vision device,"105,0",57,,"8,7",,400,"7,62",5950,500,"10,4","2,0",3500,600,"10,4",1,1,1.0
Magach 6A,Israel,V,"7,7",Medium tank,,180000,500000,,,108,70,25,178,76,51,4,132,54,9,1431,"28,7","49,9",6760→9518,"1,0","2,14",Rangefinder | Night vision device,"105,0",57,,"8,7",,400,"12,7",5950,577,"10,4","12,7",900,626,"10,4",1,1,1.0
Magach 6B,Israel,VI,"8,3",Medium tank,,220000,590000,,ERA | Smoke grenades,110,76,35,178,76,51,4,132,54,9,1431,"28,7","49,9",4290→6383,"1,2","2,2",Night vision device,"105,0",63,,"8,7",Two-plane stabilizer,400,"7,62",5950,500,"10,4","2,0",3500,600,"10,4",1,1,1.0
Merkava Mk.2B,Israel,VI,"9,0",Medium tank,,340000,930000,,Smoke grenades | ESS | LWS,50,50,30,20,65,65,4,103,61,12,1837,"29,2","63,0",5400→8526,"1,1","2,32",Laser rangefinder | Night vision device | Thermal imager,"105,0",54,,"8,7",Two-plane stabilizer,400,"7,62",5950,600,"10,4",,,,,1,1,1.0
MBT-70,USA,VI,"9,0",Medium tank,,220000,590000,,Smoke grenades,80,46,25,168,168,35,3,86,72,72,2814,"54,4","51,7",3840→5713,"1,2","2,2",Laser rangefinder | Night vision device,"152,0",48,,"7,5",Two-plane stabilizer | Autoloader,431,"20,0",750,900,"10,0","7,62",6000,500,"8,0",8,7,1.14
▃Merkava Mk.1,USA,VI,"9,0",Medium tank,,0,0,Bundle or Gift,Smoke grenades | ESS,50,50,30,20,65,65,4,152,52,9,1717,"28,6","60,0",5180→8179,"1,1","2,14",Laser rangefinder | Night vision device,"105,0",54,,"8,7",Two-plane stabilizer,400,"12,7",900,577,"10,4","7,62",5950,600,"10,4",5,8,0.62
Merkava Mk.1B,Israel,VI,"9,0",Medium tank,,270000,740000,,Smoke grenades | ESS | LWS,50,50,30,20,65,65,4,103,61,12,1837,"29,2","63,0",5200→8210,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",54,,"8,7",Two-plane stabilizer,400,"12,7",900,577,"10,4","7,62",5950,600,"10,4",1,1,1.0
▃Merkava Mk.2B,USA,VI,"9,0",Medium tank,,0,0,Bundle or Gift,Smoke grenades | ESS | LWS,50,50,30,20,65,65,4,103,61,12,1837,"29,2","63,0",5550→8763,"1,1","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",54,,"8,7",Two-plane stabilizer,400,"12,7",900,577,"10,4","7,62",5950,600,"10,4",9,11,0.82
Merkava Mk.2D,Israel,VI,"9,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades | ESS | LWS,50,50,30,20,65,65,4,103,61,12,1837,"29,2","63,0",4560,"1,6","4,4",Laser rangefinder | Night vision device | Thermal imager,"105,0",54,,"8,7",Two-plane stabilizer,400,"12,7",900,577,"10,4","7,62",5950,600,"10,4",4,4,1.0
Merkava Mk.4B,Israel,VII,"11,0",Medium tank,,390000,1060000,,Composite armour | Smoke grenades | ESS | LWS,50,50,30,40,40,40,4,103,72,72,2862,"44,0","65,0",5300→8368,"1,1","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",46,,"8,7",Two-plane stabilizer,608,"12,7",900,577,"10,4","7,62",5950,600,"10,4",1,1,1.0
▃Merkava Mk.3D,USA,VII,"10,3",Medium tank,,0,0,Bundle or Gift,Smoke grenades | ESS | LWS,50,50,30,65,65,65,4,107,67,12,2290,"35,2","65,0",5390→8510,"1,1","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",46,,"8,7",Two-plane stabilizer,586,"12,7",900,577,"10,4","7,62",5950,600,"10,4",9,8,1.12
Merkava Mk.4M,Israel,VII,"11,0",Medium tank,,400000,1080000,,Composite armour | Smoke grenades | ESS | LWS,50,50,30,40,40,40,4,103,72,72,2862,"44,0","65,0",5580→8810,"1,0","2,44",Laser rangefinder | Night vision device | Thermal imager,"120,0",46,,"8,7",Two-plane stabilizer,608,"12,7",900,577,"10,4","7,62",5950,600,"10,4",4,2,2.0
Nb.Fz.,Germany,I,"1,3",Medium tank,•,0,1750,,,20,13,13,15,13,13,6,115,32,9,534,"22,8","23,4",1200,"0,8","2,24",,"75,0",80,,"4,3",,80,"37,0",50,,"3,7","7,92",1950,500,"10,4",5,5,1.0
"▂МК-IX ""Valentine""",USSR,II,"3,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,60,30,60,65,60,65,3,78,27,4,315,"18,2","17,3",1400,"1,0","2,48",,"57,0",53,,"5,2",,118,,,,,,,,,6,6,1.0
mKPz M47 G,Germany,V,"7,3",Medium tank,•,0,8200,,Smoke grenades,101,85,60,121,63,76,5,120,54,22,1545,"35,0","44,1",2420,"2,0","3,92",Rangefinder | Night vision device,"90,0",71,,"9,8",,320,"12,7",2200,577,"10,4","12,7",1000,577,"10,4",10,2,5.0
OF-40,Italy,V,"7,7",Medium tank,,150000,420000,,Smoke grenades,70,35,25,68,47,30,4,86,73,29,1584,"36,8","43,0",5730→8526,"1,2","2,08",Laser rangefinder | Night vision device,"105,0",61,,"8,7",,400,"7,62",4000,600,"10,4","7,62",1500,600,"10,4",4,4,1.0
OF-40 (MTCA),Italy,VI,"9,0",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,70,35,25,68,47,30,4,86,78,29,1908,"44,4","43,0",4560,"2,0","4,28",Laser rangefinder | Night vision device,"105,0",61,,"8,7",Two-plane stabilizer,400,"12,7",1080,577,"10,4","7,62",4000,600,"10,4",6,3,2.0
"P40 ""G.C. Leoncello""",Italy,II,"3,3",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,50,45,40,50,45,45,4,88,45,5,630,"24,2","26,0",1360,"1,0","2,6",,"75,0",63,,"6,5",,100,"8,0",288,600,"10,4","8,0",288,600,"10,4",6,10,0.6
OF-40 Mk.2A,Italy,VI,"8,7",Medium tank,,180000,500000,,Smoke grenades,70,35,25,68,47,30,4,86,73,29,1584,"36,8","43,0",4980→7410,"1,2","2,14",Laser rangefinder | Night vision device,"105,0",61,,"8,7",Two-plane stabilizer,400,"12,7",1080,577,"10,4","7,62",4000,600,"10,4",5,2,2.5
P40,Italy,II,"3,3",Medium tank,,14000,55000,,Smoke grenades,50,45,40,50,45,45,4,88,45,5,630,"24,2","26,0",880→1190,"0,4","1,3",,"75,0",63,,"6,5",,100,"8,0",288,600,"10,4","8,0",288,600,"10,4",7,7,1.0
Olifant Mk.2,Britain,VI,"9,0",Medium tank,,270000,740000,,Smoke grenades | ESS,76,50,38,152,89,89,4,231,65,24,2003,"33,1","60,5",5240→8273,"1,2","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",64,,"8,7",Two-plane stabilizer,434,"7,62",6600,500,"10,4",,,,,5,5,1.0
Olifant Mk.1A,Britain,VI,"8,3",Medium tank,,220000,590000,,Smoke grenades,76,50,38,152,89,89,4,119,54,9,1431,"25,6","56,0",5350→7960,"1,2","2,2",Laser rangefinder | Night vision device,"105,0",72,,"8,7",Two-plane stabilizer,400,"7,62",3000,500,"10,4","7,62",2000,500,"10,4",6,6,1.0
"Panther ""Dauphiné""",France,IV,"5,7",Medium tank,•,0,6090,,Smoke grenades,50,41,15,110,45,45,5,125,51,4,1145,"25,6","44,8",3000,"1,4","3,56",,"75,0",82,,"9,6",,188,"7,92",2700,900,"10,4",,,,,6,10,0.6
Panther A,Germany,IV,"6,0",Medium tank,,54000,180000,,Smoke grenades,60,40,40,100,45,45,5,125,62,5,1336,"29,5","45,3",3400→5028,"0,9","1,66",,"75,0",79,,"9,6",,224,"7,92",2700,900,"10,4","7,92",2000,900,"10,4",8,9,0.89
Panther D,Germany,III,"5,7",Medium tank,,40000,150000,,Smoke grenades,60,40,40,100,45,45,5,125,62,5,1240,"27,4","45,3",1800→2662,"0,8","1,54",,"75,0",79,,"9,6",,188,"7,92",2700,900,"10,4",,,,,7,11,0.64
Panther F,Germany,IV,"6,0",Medium tank,,63000,200000,,Smoke grenades,50,40,16,120,60,60,5,125,51,4,1145,"25,2","45,5",3560→4912,"1,0","1,72",Rangefinder,"75,0",82,,"8,7",,224,"7,92",3000,900,"10,4",,,,,9,6,1.5
